Francis Glebas,"['tt0116583', 'tt0103639', 'tt0114148', 'tt0239860', 'tt0110357', 'tt0119282']",[]
Kirk Hanson,"['tt0116583', 'tt0103639', 'tt0119282']",[]
Christine Blum,['tt0116583'],[]
Sue C. Nichols,"['tt0116583', 'tt0103639']",[]
Ken Li,['tt0232500'],[]
Gary Scott Thompson,"['tt0232500', 'tt0232500', 'tt0164052']",[]
Erik Bergquist,['tt0232500'],[]
David Ayer,"['tt0232500', 'tt0139654', 'tt1855199', 'tt2713180']",[]
Daniel Myrick,['tt0185937'],[]
 Eduardo Sánchez,['tt0185937'],[]
Larry Clemmons,['tt0061852'],[]
Ralph Wright,"['tt0061852', 'tt0053285']",[]
Ken Anderson,['tt0061852'],[]
Vance Gerry,"['tt0061852', 'tt0088814', 'tt0119282']",[]
Rudyard Kipling,['tt0061852'],[]
Guy Ritchie,"['tt1032755', 'tt0208092']",[]
Sylvester Stallone,"['tt0075148', 'tt1320253', 'tt0106582', 'tt0089880', 'tt1764651', 'tt0079817', 'tt0084602', 'tt0100507', 'tt0479143', 'tt0479143']",[]
J.D. Zeik,"['tt0122690', 'tt0122690']",[]
David Mamet,"['tt0122690', 'tt0093223', 'tt0093223', 'tt0212985', 'tt0119051', 'tt0104348', 'tt0104348', 'tt0252503', 'tt0084855', 'tt0120885', 'tt1826590', 'tt0098625', 'tt0360009', 'tt1012804', 'tt0120202']",[]
Julian Fellowes,"['tt1645131', 'tt0280707', 'tt1243957', 'tt0962736']",[]
William Shakespeare,"['tt1645131', 'tt0117509', 'tt0045943', 'tt1372686', 'tt0434541']",[]
Richard O'Brien,"['tt0073629', 'tt0073629']",[]
Jim Sharman,['tt0073629'],[]
Pen Densham,"['tt0102798', 'tt0102798']",[]
John Watson,['tt0102798'],[]
David Weisberg,"['tt0117500', 'tt0117500']",[]
Douglas Cook,"['tt0117500', 'tt0117500']",[]
Mark Rosner,['tt0117500'],[]
Annie Proulx,"['tt0388795', 'tt0120824']",[]
Larry McMurtry,"['tt0388795', 'tt0086425']",[]
Diana Ossana,['tt0388795'],[]
Richard Linklater,"['tt0112471', 'tt0106677', 'tt2209418', 'tt2209418', 'tt1065073', 'tt0381681', 'tt0381681', 'tt0381681', 'tt0405296']",[]
 Kim Krizan,['tt0112471'],[]
Oliver Berkman,['tt0113537'],[]
 Noah Baumbach,"['tt0113537', 'tt0362270']",[]
Ron Clements,"['tt0103639', 'tt0088814', 'tt0119282']",[]
John Musker,"['tt0103639', 'tt0088814', 'tt0097757', 'tt0119282']",[]
Ted Elliott,"['tt0103639', 'tt0325980', 'tt0325980', 'tt0383574', 'tt0383574', 'tt0449088', 'tt0449088', 'tt0465234']",[]
Terry Rossio,"['tt0103639', 'tt0325980', 'tt0325980', 'tt0383574', 'tt0449088', 'tt0465234']",[]
Roger Allers,['tt0103639'],[]
Daan Jippes,"['tt0103639', 'tt0120762']",[]
Darrell Rooney,['tt0103639'],[]
Larry Leker,"['tt0103639', 'tt0110357']",[]
Kevin Lima,['tt0103639'],[]
Rebecca Rees,['tt0103639'],[]
David S. Smith,['tt0103639'],[]
Patrick A. Ventura,['tt0103639'],[]
Dan O'Bannon,"['tt0078748', 'tt0078748', 'tt0118583', 'tt0100802', 'tt0100802', 'tt0758730', 'tt0103644', 'tt1446714', 'tt0090605', 'tt0069945']",[]
Ronald Shusett,"['tt0078748', 'tt0118583', 'tt0100802', 'tt0100802', 'tt0758730', 'tt0103644', 'tt1446714', 'tt0090605', 'tt0094602']",[]
